Order_ID,Order_Date,Customer_ID,Product_ID,Region_ID,Channel,Quantity,Unit_Price,Discount_Percent,Sales_Amount,Cost_Amount,Profit,Payment_Method,Order_Status,Gross_Sales,Discount_Amount,Profit_Margin_Percent,Selling_Price_Per_Unit,Cost_Per_Unit,Year,Month,Month_Name,Quarter
ORD000011,2025-02-13,CUST04963,PROD0075,R003,Marketplace,1,16358.29,19.57,13156.97,10440.83,2716.14,Credit Card,Cancelled,16358.29,3201.317353,20.64411486839295,13156.97,10440.83,2025,2,February,Q1
ORD000012,2026-02-21,CUST01006,PROD0009,R003,Store,1,6992.14,13.23,6067.08,4710.9,1356.18,Net Banking,Completed,6992.14,925.0601220000001,22.353092426669832,6067.08,4710.9,2026,2,February,Q1
ORD000013,2026-05-20,CUST02459,PROD0059,R004,Store,3,4032.23,0.0,12096.69,9919.05,2177.64,Net Banking,Completed,12096.69,0.0,18.001949293567083,4032.23,3306.35,2026,5,May,Q2
ORD000014,2025-12-03,CUST03508,PROD0172,R014,Online,1,13612.05,0.0,13612.05,8504.86,5107.19,Credit Card,Completed,13612.05,0.0,37.51962415653777,13612.05,8504.86,2025,12,December,Q4
ORD000015,2025-11-05,CUST00724,PROD0084,R017,Store,2,8327.08,10.71,14870.5,11559.98,3310.52,Credit Card,Completed,16654.16,1783.660536,22.26233146161864,7435.25,5779.99,2025,11,November,Q4
ORD000016,2026-06-25,CUST01292,PROD0111,R020,Online,1,4589.0,12.07,4035.11,2879.36,1155.75,Debit Card,Completed,4589.0,553.8923,28.64234184446025,4035.11,2879.36,2026,6,June,Q2
ORD000017,2024-07-19,CUST00762,PROD0038,R006,Online,3,5926.22,2.41,17350.19,14836.38,2513.81,UPI,Completed,17778.66,428.465706,14.48865977836554,5783.3966666666665,4945.46,2024,7,July,Q3
ORD000018,2025-09-09,CUST03493,PROD0074,R024,Online,6,2745.78,22.55,12759.64,13281.66,-522.02,Credit Card,Completed,16474.68,3715.0403400000005,-4.091181255897502,2126.6066666666666,2213.61,2025,9,September,Q3
ORD000019,2025-12-27,CUST04102,PROD0061,R012,Online,1,7568.74,12.55,6618.86,5363.41,1255.45,Net Banking,Completed,7568.74,949.87687,18.96776786334807,6618.86,5363.41,2025,12,December,Q4
ORD000020,2026-04-15,CUST05076,PROD0118,R023,Store,4,11702.39,5.69,44146.1,35108.04,9038.06,Net Banking,Completed,46809.56,2663.4639640000005,20.473065570911135,11036.525,8777.01,2026,4,April,Q2
ORD000021,2024-08-07,CUST05335,PROD0001,R016,Online,4,12001.3,9.45,43468.71,32775.8,10692.91,Debit Card,Completed,48005.2,4536.4914,24.59909668356848,10867.1775,8193.95,2024,8,August,Q3
ORD000022,2026-05-06,CUST00463,PROD0029,R012,Online,3,13777.49,14.8,35215.26,28563.45,6651.81,UPI,Completed,41332.47,6117.205560000001,18.88899868977256,11738.42,9521.15,2026,5,May,Q2
ORD000023,2025-04-14,CUST04479,PROD0031,R005,Online,1,3348.21,18.53,2727.79,2059.62,668.17,UPI,Completed,3348.21,620.423313,24.494920796688895,2727.79,2059.62,2025,4,April,Q2
ORD000024,2025-12-29,CUST03420,PROD0090,R020,Online,3,6354.08,15.33,16140.0,14384.43,1755.57,UPI,Completed,19062.239999999998,2922.241392,10.877137546468402,5380.0,4794.81,2025,12,December,Q4
ORD000025,2025-03-09,CUST02850,PROD0148,R008,Online,2,8761.87,20.54,13924.36,14265.32,-340.96,Net Banking,Completed,17523.74,3599.376196,-2.4486583225369065,6962.18,7132.66,2025,3,March,Q1
ORD000026,2024-01-29,CUST05512,PROD0124,R018,Online,3,10142.95,12.45,26640.46,20646.45,5994.01,Credit Card,Completed,30428.850000000002,3788.391825,22.499649030084317,8880.153333333334,6882.150000000001,2024,1,January,Q1
ORD000027,2026-01-19,CUST04614,PROD0070,R023,Online,1,13770.36,12.74,12016.02,8476.22,3539.8,Cash,Completed,13770.36,1754.3438640000002,29.459005560909517,12016.02,8476.22,2026,1,January,Q1
ORD000028,2024-03-04,CUST04284,PROD0060,R022,Store,5,15188.92,5.4,71843.59,54041.9,17801.69,UPI,Completed,75944.6,4101.008400000001,24.778397070636363,14368.717999999999,10808.380000000001,2024,3,March,Q1
ORD000029,2024-04-05,CUST03249,PROD0076,R009,Online,1,7447.92,7.28,6905.71,6297.76,607.95,UPI,Completed,7447.92,542.208576,8.803584280255036,6905.71,6297.76,2024,4,April,Q2
ORD000030,2025-10-27,CUST01810,PROD0145,R001,Online,6,1029.53,19.19,4991.78,4368.36,623.42,Credit Card,Completed,6177.18,1185.400842,12.488931803885588,831.9633333333333,728.06,2025,10,October,Q4
ORD000031,2025-06-23,CUST04223,PROD0116,R025,Marketplace,1,1812.54,0.0,1812.54,1473.06,339.48,UPI,Completed,1812.54,0.0,18.72951769340263,1812.54,1473.06,2025,6,June,Q2
ORD000032,2025-05-24,CUST03214,PROD0054,R011,Online,1,17939.72,5.62,16931.51,11623.82,5307.69,UPI,Completed,17939.72,1008.2122640000001,31.348001448187436,16931.51,11623.82,2025,5,May,Q2
ORD000033,2024-12-05,CUST02964,PROD0123,R022,Online,2,10275.68,12.61,17959.83,12578.92,5380.91,Net Banking,Completed,20551.36,2591.526496,29.960806978685206,8979.915,6289.46,2024,12,December,Q4
ORD000034,2025-11-18,CUST01450,PROD0125,R001,Marketplace,2,12200.98,9.43,22100.86,20202.9,1897.96,Debit Card,Cancelled,24401.96,2301.104828,8.587720115868795,11050.43,10101.45,2025,11,November,Q4
ORD000035,2024-09-07,CUST02797,PROD0024,R022,Store,4,6673.1,14.31,22872.72,20669.28,2203.44,UPI,Completed,26692.4,3819.68244,9.633484780122346,5718.18,5167.32,2024,9,September,Q3
ORD000036,2025-12-06,CUST02417,PROD0058,R025,Marketplace,4,2824.28,5.72,10650.92,7275.24,3375.68,Net Banking,Completed,11297.12,646.1952640000001,31.693787954467783,2662.73,1818.81,2025,12,December,Q4
ORD000037,2024-10-05,CUST03009,PROD0019,R012,Store,2,9684.46,0.0,19368.92,11582.54,7786.38,Net Banking,Completed,19368.92,0.0,40.200382881440994,9684.46,5791.27,2024,10,October,Q4
ORD000038,2024-02-08,CUST03671,PROD0121,R002,Store,2,15732.26,0.0,31464.52,21208.3,10256.22,Debit Card,Completed,31464.52,0.0,32.59614321146485,15732.26,10604.15,2024,2,February,Q1
ORD000039,2024-03-09,CUST01854,PROD0041,R016,Online,6,2219.7,11.9,11733.33,7728.24,4005.09,UPI,Completed,13318.199999999999,1584.8657999999998,34.13429946997144,1955.555,1288.04,2024,3,March,Q1
ORD000040,2024-10-03,CUST03642,PROD0046,R021,Online,1,5767.09,8.23,5292.46,3898.36,1394.1,UPI,Completed,5767.09,474.63150700000006,26.34124773734709,5292.46,3898.36,2024,10,October,Q4
ORD000041,2024-04-29,CUST04840,PROD0051,R001,Online,4,7244.8,25.34,21635.87,22617.84,-981.97,Credit Card,Completed,28979.2,7343.32928,-4.538620355918205,5408.9675,5654.46,2024,4,April,Q2
ORD000042,2024-03-26,CUST04013,PROD0098,R024,Online,1,15512.35,4.1,14876.34,9233.2,5643.14,Debit Card,Cancelled,15512.35,636.00635,37.93365841329252,14876.34,9233.2,2024,3,March,Q1
ORD000043,2024-06-25,CUST04519,PROD0003,R011,Store,2,15842.07,0.0,31684.14,22590.06,9094.08,UPI,Completed,31684.14,0.0,28.702309736038284,15842.07,11295.03,2024,6,June,Q2
ORD000044,2025-08-28,CUST00915,PROD0063,R004,Online,1,4222.04,20.38,3361.59,2427.87,933.72,UPI,Completed,4222.04,860.4517519999999,27.776141647256207,3361.59,2427.87,2025,8,August,Q3
ORD000045,2024-04-01,CUST00904,PROD0166,R018,Store,1,6336.84,13.79,5462.99,4730.02,732.97,Credit Card,Completed,6336.84,873.850236,13.417011563264808,5462.99,4730.02,2024,4,April,Q2
ORD000046,2025-02-23,CUST02301,PROD0145,R012,Online,1,1029.53,5.64,971.46,728.06,243.4,UPI,Completed,1029.53,58.06549199999999,25.055071747678753,971.46,728.06,2025,2,February,Q1
ORD000047,2024-03-21,CUST02712,PROD0122,R023,Marketplace,1,6342.03,24.21,4806.62,4678.27,128.35,Cash,Completed,6342.03,1535.4054629999998,2.670275578264976,4806.62,4678.27,2024,3,March,Q1
ORD000048,2024-12-06,CUST04981,PROD0068,R020,Online,1,14057.37,6.29,13173.16,11441.14,1732.02,UPI,Completed,14057.37,884.208573,13.148098102505399,13173.16,11441.14,2024,12,December,Q4
ORD000049,2025-02-24,CUST03820,PROD0063,R013,Store,3,4222.04,22.9,9765.58,7283.61,2481.97,UPI,Completed,12666.119999999999,2900.54148,25.415489914577527,3255.193333333333,2427.87,2025,2,February,Q1
ORD000050,2024-08-15,CUST04344,PROD0077,R013,Online,3,1021.47,5.73,2888.82,1816.29,1072.53,Debit Card,Completed,3064.41,175.590693,37.12692379587513,962.94,605.43,2024,8,August,Q3
ORD000051,2026-06-13,CUST04112,PROD0009,R007,Online,2,6992.14,14.74,11923.0,9421.8,2501.2,Debit Card,Completed,13984.28,2061.282872,20.977941793172857,5961.5,4710.9,2026,6,June,Q2
ORD000052,2025-04-17,CUST01421,PROD0158,R007,Store,1,16109.18,7.43,14912.27,11084.16,3828.11,Credit Card,Completed,16109.18,1196.912074,25.67087371674467,14912.27,11084.16,2025,4,April,Q2
ORD000053,2024-03-28,CUST05234,PROD0024,R008,Marketplace,1,6673.1,11.77,5887.68,5167.32,720.36,UPI,Completed,6673.1,785.4238700000001,12.235039947823251,5887.68,5167.32,2024,3,March,Q1
ORD000054,2024-12-15,CUST01017,PROD0148,R013,Online,1,8761.87,6.11,8226.52,7132.66,1093.86,UPI,Completed,8761.87,535.350257,13.29675245425769,8226.52,7132.66,2024,12,December,Q4
ORD000055,2025-10-01,CUST04510,PROD0050,R001,Store,2,7609.14,0.0,15218.28,12460.38,2757.9,UPI,Completed,15218.28,0.0,18.122284515727138,7609.14,6230.19,2025,10,October,Q4
ORD000056,2026-03-20,CUST01165,PROD0095,R002,Marketplace,2,2134.17,14.48,3650.28,3357.02,293.26,UPI,Completed,4268.34,618.0556320000001,8.033904248441214,1825.14,1678.51,2026,3,March,Q1
ORD000057,2024-07-08,CUST01749,PROD0160,R025,Store,2,9056.08,0.0,18112.16,11516.32,6595.84,Credit Card,Completed,18112.16,0.0,36.41663942898031,9056.08,5758.16,2024,7,July,Q3
ORD000058,2026-05-16,CUST00339,PROD0135,R020,Online,1,11613.45,8.65,10608.89,8798.64,1810.25,Credit Card,Completed,11613.45,1004.5634250000002,17.06351936913287,10608.89,8798.64,2026,5,May,Q2
ORD000059,2025-10-07,CUST02203,PROD0036,R014,Marketplace,1,15593.56,16.79,12975.4,10506.22,2469.18,UPI,Completed,15593.56,2618.1587239999994,19.02970235985018,12975.4,10506.22,2025,10,October,Q4
ORD000060,2024-05-15,CUST04518,PROD0005,R023,Online,1,5395.83,23.87,4107.85,4511.0,-403.15,UPI,Completed,5395.83,1287.984621,-9.814136348698224,4107.85,4511.0,2024,5,May,Q2
ORD000061,2024-11-20,CUST00492,PROD0127,R004,Online,3,2851.07,17.47,7058.96,6592.2,466.76,UPI,Completed,8553.210000000001,1494.245787,6.612305495427089,2352.9866666666667,2197.4,2024,11,November,Q4
ORD000062,2024-02-09,CUST00038,PROD0128,R010,Online,1,6488.56,0.0,6488.56,3708.74,2779.82,UPI,Completed,6488.56,0.0,42.841863217724736,6488.56,3708.74,2024,2,February,Q1
ORD000063,2025-10-11,CUST03251,PROD0066,R012,Marketplace,4,6135.56,10.03,22080.65,19155.12,2925.53,UPI,Cancelled,24542.24,2461.586672,13.249292932952608,5520.1625,4788.78,2025,10,October,Q4
ORD000064,2024-10-13,CUST03223,PROD0137,R011,Online,3,2135.82,2.59,6241.51,4208.73,2032.78,UPI,Completed,6407.460000000001,165.953214,32.568721351083305,2080.5033333333336,1402.9099999999999,2024,10,October,Q4
ORD000065,2024-09-12,CUST04752,PROD0026,R018,Online,1,12026.19,6.0,11304.62,7027.37,4277.25,UPI,Pending,12026.19,721.5714,37.83630055676351,11304.62,7027.37,2024,9,September,Q3
ORD000066,2026-03-08,CUST05166,PROD0030,R019,Online,4,10355.74,14.71,35329.64,26140.28,9189.36,Debit Card,Completed,41422.96,6093.317416000001,26.01034145833357,8832.41,6535.07,2026,3,March,Q1
ORD000067,2025-08-19,CUST05848,PROD0005,R013,Marketplace,1,5395.83,12.21,4737.0,4511.0,226.0,Credit Card,Completed,5395.83,658.8308430000001,4.770952079375132,4737.0,4511.0,2025,8,August,Q3
ORD000068,2025-02-23,CUST02559,PROD0171,R008,Marketplace,2,13350.31,0.0,26700.62,19346.5,7354.12,Credit Card,Completed,26700.62,0.0,27.54288102673271,13350.31,9673.25,2025,2,February,Q1
ORD000069,2026-04-08,CUST00940,PROD0148,R010,Online,3,8761.87,5.14,24934.53,21397.98,3536.55,UPI,Completed,26285.61,1351.080354,14.183343339537583,8311.51,7132.66,2026,4,April,Q2
ORD000070,2025-06-22,CUST02768,PROD0112,R002,Store,4,18905.22,12.26,66349.76,43240.36,23109.4,Net Banking,Completed,75620.88,9271.119888000001,34.82966630173191,16587.44,10810.09,2025,6,June,Q2
ORD000071,2026-01-11,CUST05553,PROD0070,R005,Store,1,13770.36,14.17,11819.1,8476.22,3342.88,Net Banking,Completed,13770.36,1951.260012,28.283710265587057,11819.1,8476.22,2026,1,January,Q1
ORD000072,2024-10-17,CUST01424,PROD0136,R020,Marketplace,3,14567.99,3.02,42384.11,35562.03,6822.08,UPI,Completed,43703.97,1319.859894,16.09584346586492,14128.036666666667,11854.01,2024,10,October,Q4
ORD000073,2024-11-11,CUST02458,PROD0076,R009,Online,3,7447.92,7.0,20779.7,18893.28,1886.42,UPI,Completed,22343.760000000002,1564.0632,9.07818688431498,6926.566666666667,6297.759999999999,2024,11,November,Q4
ORD000074,2026-03-10,CUST04329,PROD0090,R007,Online,4,6354.08,8.64,23220.35,19179.24,4041.11,Credit Card,Completed,25416.32,2195.970048,17.40331218091028,5805.0875,4794.81,2026,3,March,Q1
ORD000075,2026-05-07,CUST01210,PROD0020,R008,Online,1,4124.29,6.04,3875.18,2372.24,1502.94,Net Banking,Completed,4124.29,249.107116,38.78374681950258,3875.18,2372.24,2026,5,May,Q2
ORD000076,2024-05-11,CUST02920,PROD0168,R017,Online,2,7461.76,9.86,13452.06,9209.38,4242.68,Debit Card,Completed,14923.52,1471.4590719999999,31.539258671162635,6726.03,4604.69,2024,5,May,Q2
ORD000077,2025-08-25,CUST04835,PROD0104,R001,Online,1,5323.97,6.78,4963.0,3489.39,1473.61,Debit Card,Completed,5323.97,360.965166,29.69192020955067,4963.0,3489.39,2025,8,August,Q3
ORD000078,2026-05-17,CUST03269,PROD0088,R016,Store,3,15469.47,2.2,45387.42,26908.68,18478.74,Net Banking,Completed,46408.409999999996,1020.98502,40.71335184947724,15129.14,8969.56,2026,5,May,Q2
ORD000079,2026-01-10,CUST03737,PROD0072,R010,Online,1,6813.77,9.09,6194.4,5544.67,649.73,Cash,Completed,6813.77,619.371693,10.488990055534032,6194.4,5544.67,2026,1,January,Q1
ORD000080,2025-06-22,CUST01387,PROD0016,R004,Marketplace,5,5085.97,9.99,22889.41,15852.6,7036.81,UPI,Cancelled,25429.850000000002,2540.442015,30.74264474269979,4577.882,3170.52,2025,6,June,Q2
ORD000081,2024-10-29,CUST00863,PROD0149,R008,Store,1,15077.01,7.97,13875.37,9352.22,4523.15,Net Banking,Completed,15077.01,1201.6376970000001,32.59840998834625,13875.37,9352.22,2024,10,October,Q4
ORD000082,2026-06-20,CUST02039,PROD0124,R009,Online,2,10142.95,16.3,16979.3,13764.3,3215.0,Net Banking,Completed,20285.9,3306.6017000000006,18.93482063453735,8489.65,6882.15,2026,6,June,Q2
ORD000083,2024-10-08,CUST02258,PROD0086,R020,Online,3,4398.02,11.79,11638.48,10335.39,1303.09,UPI,Completed,13194.060000000001,1555.5796739999998,11.196393343460658,3879.4933333333333,3445.1299999999997,2024,10,October,Q4
ORD000084,2025-05-06,CUST04071,PROD0085,R016,Online,3,7374.91,1.92,21699.94,18109.59,3590.35,Net Banking,Completed,22124.73,424.79481599999997,16.54543745282245,7233.313333333333,6036.53,2025,5,May,Q2
ORD000085,2024-10-06,CUST03008,PROD0021,R023,Marketplace,2,18499.86,0.0,36999.72,21952.52,15047.2,Cash,Completed,36999.72,0.0,40.66841586909307,18499.86,10976.26,2024,10,October,Q4
ORD000086,2025-05-14,CUST02544,PROD0172,R012,Online,2,13612.05,2.89,26437.32,17009.72,9427.6,Net Banking,Completed,27224.1,786.7764900000001,35.66019551149663,13218.66,8504.86,2025,5,May,Q2
ORD000087,2024-07-17,CUST00929,PROD0088,R012,Online,4,15469.47,6.4,57917.7,35878.24,22039.46,Net Banking,Completed,61877.88,3960.1843200000003,38.053064952510205,14479.425,8969.56,2024,7,July,Q3
ORD000088,2025-01-09,CUST05101,PROD0081,R007,Marketplace,6,255.39,8.11,1408.07,988.14,419.93,Net Banking,Completed,1532.34,124.27277399999998,29.823091181546374,234.6783333333333,164.69,2025,1,January,Q1
ORD000089,2024-10-26,CUST02179,PROD0126,R020,Store,4,11737.65,5.19,44513.86,34786.28,9727.58,UPI,Completed,46950.6,2436.73614,21.85292401063399,11128.465,8696.57,2024,10,October,Q4
ORD000090,2026-06-28,CUST00436,PROD0133,R024,Marketplace,1,12376.92,11.9,10904.07,7349.72,3554.35,UPI,Completed,12376.92,1472.85348,32.59654422614675,10904.07,7349.72,2026,6,June,Q2
ORD000091,2026-06-27,CUST02906,PROD0139,R003,Online,2,1777.94,0.0,3555.88,2173.62,1382.26,Cash,Completed,3555.88,0.0,38.8725153829713,1777.94,1086.81,2026,6,June,Q2
ORD000092,2025-10-27,CUST04956,PROD0070,R002,Online,1,13770.36,10.85,12276.28,8476.22,3800.06,Net Banking,Completed,13770.36,1494.08406,30.954491099909742,12276.28,8476.22,2025,10,October,Q4
ORD000093,2024-10-25,CUST05681,PROD0137,R021,Online,3,2135.82,14.89,5453.39,4208.73,1244.66,Net Banking,Completed,6407.460000000001,954.0707940000002,22.823601466243932,1817.7966666666669,1402.9099999999999,2024,10,October,Q4
ORD000094,2025-07-08,CUST02213,PROD0157,R004,Online,2,14323.08,24.9,21513.27,21975.6,-462.33,Credit Card,Completed,28646.16,7132.89384,-2.1490456820371797,10756.635,10987.8,2025,7,July,Q3
ORD000095,2024-11-17,CUST02119,PROD0121,R001,Online,1,15732.26,10.07,14148.02,10604.15,3543.87,UPI,Completed,15732.26,1584.2385820000002,25.048522690807616,14148.02,10604.15,2024,11,November,Q4
ORD000096,2024-04-19,CUST01308,PROD0167,R012,Store,4,12170.89,16.5,40650.77,34106.68,6544.09,Credit Card,Pending,48683.56,8032.7874,16.09831744884537,10162.6925,8526.67,2024,4,April,Q2
ORD000097,2025-09-14,CUST05152,PROD0134,R022,Marketplace,1,6640.83,8.84,6053.78,4880.75,1173.03,Net Banking,Completed,6640.83,587.049372,19.376819111365133,6053.78,4880.75,2025,9,September,Q3
ORD000098,2025-04-15,CUST00169,PROD0006,R006,Online,2,13675.14,10.94,24358.16,18537.78,5820.38,Credit Card,Completed,27350.28,2992.1206319999997,23.89499042620625,12179.08,9268.89,2025,4,April,Q2
ORD000099,2025-02-15,CUST00420,PROD0084,R001,Online,1,8327.08,8.81,7593.46,5779.99,1813.47,UPI,Completed,8327.08,733.615748,23.88199845656657,7593.46,5779.99,2025,2,February,Q1
ORD000100,2025-05-27,CUST04182,PROD0155,R018,Online,4,2796.83,12.18,9824.7,7822.44,2002.26,Credit Card,Completed,11187.32,1362.615576,20.379858926990135,2456.175,1955.61,2025,5,May,Q2
ORD000101,2025-04-24,CUST03977,PROD0015,R018,Store,4,18083.63,12.02,63639.91,47350.56,16289.35,UPI,Completed,72334.52,8694.609304000001,25.596123564599633,15909.9775,11837.64,2025,4,April,Q2
ORD000102,2024-05-19,CUST05905,PROD0088,R014,Store,2,15469.47,24.76,23278.46,17939.12,5339.34,Credit Card,Completed,30938.94,7660.481544,22.936826577015836,11639.23,8969.56,2024,5,May,Q2
ORD000103,2026-05-27,CUST04625,PROD0089,R003,Marketplace,1,18354.57,4.75,17482.73,11766.61,5716.12,UPI,Completed,18354.57,871.842075,32.69580894974641,17482.73,11766.61,2026,5,May,Q2
ORD000104,2025-11-20,CUST05688,PROD0067,R001,Online,3,4228.87,15.33,10741.75,7642.2,3099.55,UPI,Completed,12686.61,1944.8573130000002,28.85516791956618,3580.5833333333335,2547.4,2025,11,November,Q4
ORD000105,2025-05-18,CUST04842,PROD0117,R014,Online,3,2739.8,14.23,7049.78,6206.07,843.71,UPI,Completed,8219.400000000001,1169.6206200000001,11.967891196604716,2349.9266666666667,2068.69,2025,5,May,Q2
ORD000106,2024-02-29,CUST00139,PROD0076,R001,Store,6,7447.92,0.0,44687.52,37786.56,6900.96,Net Banking,Completed,44687.520000000004,0.0,15.442700780889162,7447.919999999999,6297.759999999999,2024,2,February,Q1
ORD000107,2024-07-01,CUST00301,PROD0093,R018,Online,1,13725.41,12.52,12006.99,9741.21,2265.78,UPI,Completed,13725.41,1718.421332,18.870507929131282,12006.99,9741.21,2024,7,July,Q3
ORD000108,2025-02-22,CUST02905,PROD0114,R011,Store,1,5547.1,12.28,4865.92,3942.53,923.39,UPI,Completed,5547.1,681.18388,18.97667861370512,4865.92,3942.53,2025,2,February,Q1
ORD000109,2026-03-04,CUST00529,PROD0009,R002,Online,2,6992.14,13.91,12039.07,9421.8,2617.27,UPI,Completed,13984.28,1945.2133480000002,21.739802160798135,6019.535,4710.9,2026,3,March,Q1
ORD000110,2026-04-04,CUST02523,PROD0019,R017,Online,1,9684.46,0.69,9617.64,5791.27,3826.37,UPI,Completed,9684.46,66.822774,39.78491605009129,9617.64,5791.27,2026,4,April,Q2
ORD000111,2026-06-26,CUST03706,PROD0042,R007,Online,1,19236.44,9.34,17439.76,11447.64,5992.12,Credit Card,Completed,19236.44,1796.6834959999999,34.35895906824406,17439.76,11447.64,2026,6,June,Q2
ORD000112,2026-01-02,CUST03639,PROD0089,R023,Online,1,18354.57,18.75,14913.09,11766.61,3146.48,UPI,Completed,18354.57,3441.481875,21.09877966269901,14913.09,11766.61,2026,1,January,Q1
ORD000113,2026-06-19,CUST05381,PROD0034,R022,Store,1,15512.32,5.76,14618.81,9428.55,5190.26,UPI,Pending,15512.32,893.509632,35.50398425042805,14618.81,9428.55,2026,6,June,Q2
ORD000114,2024-08-14,CUST00107,PROD0029,R017,Store,1,13777.49,13.44,11925.8,9521.15,2404.65,UPI,Pending,13777.49,1851.694656,20.16342719146724,11925.8,9521.15,2024,8,August,Q3
ORD000115,2025-01-25,CUST03704,PROD0023,R005,Online,6,12094.54,17.02,60216.3,55878.3,4338.0,Credit Card,Completed,72567.24,12350.944248000002,7.20402947374714,10036.050000000001,9313.050000000001,2025,1,January,Q1
ORD000116,2024-05-23,CUST05453,PROD0038,R021,Online,2,5926.22,14.0,10193.1,9890.92,302.18,Cash,Cancelled,11852.44,1659.3416,2.96455445350286,5096.55,4945.46,2024,5,May,Q2
ORD000117,2026-01-05,CUST03835,PROD0015,R006,Online,3,18083.63,2.12,53100.77,35512.92,17587.85,Cash,Completed,54250.89,1150.118868,33.12164776518306,17700.256666666664,11837.64,2026,1,January,Q1
ORD000118,2025-07-17,CUST01862,PROD0115,R013,Online,1,16930.95,6.62,15810.12,11628.75,4181.37,UPI,Completed,16930.95,1120.82889,26.447427344004975,15810.12,11628.75,2025,7,July,Q3
ORD000119,2025-08-15,CUST00042,PROD0178,R019,Online,1,4622.91,14.02,3974.78,2983.14,991.64,UPI,Completed,4622.91,648.131982,24.94829902535486,3974.78,2983.14,2025,8,August,Q3
ORD000120,2025-10-22,CUST05955,PROD0122,R010,Online,1,6342.03,18.03,5198.56,4678.27,520.29,UPI,Completed,6342.03,1143.468009,10.00834846572897,5198.56,4678.27,2025,10,October,Q4
ORD000121,2024-01-27,CUST00131,PROD0074,R021,Online,4,2745.78,1.43,10826.06,8854.44,1971.62,UPI,Completed,10983.12,157.058616,18.21179635065758,2706.515,2213.61,2024,1,January,Q1
ORD000122,2026-01-13,CUST03169,PROD0013,R011,Store,1,10350.0,15.12,8785.08,7215.59,1569.49,Net Banking,Completed,10350.0,1564.92,17.865403616130987,8785.08,7215.59,2026,1,January,Q1
ORD000123,2025-09-14,CUST00834,PROD0038,R017,Online,6,5926.22,8.89,32396.27,29672.76,2723.51,Cash,Completed,35557.32,3161.045748,8.40686288884492,5399.378333333333,4945.46,2025,9,September,Q3
ORD000124,2025-05-22,CUST05405,PROD0069,R013,Online,1,5482.32,4.64,5227.94,3420.13,1807.81,UPI,Completed,5482.32,254.37964799999997,34.57977712062495,5227.94,3420.13,2025,5,May,Q2
ORD000125,2026-06-02,CUST04999,PROD0173,R003,Online,2,1727.4,7.0,3212.96,2701.88,511.08,Debit Card,Completed,3454.8,241.836,15.906827349235595,1606.48,1350.94,2026,6,June,Q2
ORD000126,2025-08-13,CUST01644,PROD0156,R010,Online,4,891.52,0.26,3556.81,3014.88,541.93,Debit Card,Cancelled,3566.08,9.271808,15.236405655629623,889.2025,753.72,2025,8,August,Q3
