Order_ID,Order_Date,Customer_ID,Product_ID,Region_ID,Channel,Quantity,Unit_Price,Discount_Percent,Revenue,Cost,Profit,Profitability_Status
ORD017725,2024-11-18 00:00:00,CUST03373,PROD0082,R020,Store,6,2212.72,22.85,10242.68,11152.26,-909.58,Loss-Making
ORD000733,2025-05-29 00:00:00,CUST04758,PROD0068,R020,Marketplace,3,14057.37,20.76,33417.18,34323.42,-906.24,Loss-Making
ORD061010,2025-03-17 00:00:00,CUST03360,PROD0085,R014,Store,5,7374.91,20.54,29300.52,30182.65,-882.13,Loss-Making
ORD055017,2025-07-10 00:00:00,CUST02628,PROD0170,R025,Store,1,15086.92,26.42,11100.96,11972.84,-871.88,Loss-Making
ORD061251,2025-10-03 00:00:00,CUST02601,PROD0010,R001,Online,3,11772.01,25.28,26388.14,27258.54,-870.4,Loss-Making
ORD023854,2025-02-04 00:00:00,CUST05580,PROD0165,R005,Online,4,11488.02,22.7,35520.96,36385.12,-864.16,Loss-Making
ORD049516,2024-07-20 00:00:00,CUST03207,PROD0074,R009,Online,5,2745.78,25.65,10207.44,11068.05,-860.61,Loss-Making
ORD062729,2024-09-12 00:00:00,CUST02499,PROD0071,R005,Marketplace,5,10420.29,22.06,40607.87,41452.45,-844.58,Loss-Making
ORD010773,2025-05-23 00:00:00,CUST01973,PROD0018,R024,Store,1,12486.26,23.79,9515.78,10343.69,-827.91,Loss-Making
ORD066109,2024-12-22 00:00:00,CUST01505,PROD0071,R003,Store,4,10420.29,22.42,32336.24,33161.96,-825.72,Loss-Making
ORD026919,2024-03-07 00:00:00,CUST03195,PROD0107,R022,Marketplace,2,8149.76,20.59,12943.45,13764.36,-820.91,Loss-Making
ORD007556,2026-02-05 00:00:00,CUST05291,PROD0076,R004,Online,2,7447.92,20.92,11779.63,12595.52,-815.89,Loss-Making
ORD073287,2025-09-10 00:00:00,CUST01641,PROD0068,R018,Online,2,14057.37,21.49,22072.88,22882.28,-809.4,Loss-Making
ORD047518,2025-02-05 00:00:00,CUST02788,PROD0038,R024,Online,5,5926.22,19.28,23918.22,24727.3,-809.08,Loss-Making
ORD021954,2024-08-25 00:00:00,CUST01872,PROD0076,R024,Online,3,7447.92,19.0,18098.45,18893.28,-794.83,Loss-Making
ORD051881,2025-06-25 00:00:00,CUST05273,PROD0107,R013,Marketplace,2,8149.76,20.38,12977.68,13764.36,-786.68,Loss-Making
ORD019184,2024-07-25 00:00:00,CUST02642,PROD0072,R019,Store,3,6813.77,22.45,15852.24,16634.01,-781.77,Loss-Making
ORD039011,2024-07-03 00:00:00,CUST02635,PROD0076,R016,Store,2,7447.92,20.68,11815.38,12595.52,-780.14,Loss-Making
ORD070761,2025-12-19 00:00:00,CUST03100,PROD0165,R002,Store,3,11488.02,23.08,26509.75,27288.84,-779.09,Loss-Making
ORD037617,2024-06-29 00:00:00,CUST00874,PROD0107,R019,Online,3,8149.76,18.73,19869.93,20646.54,-776.61,Loss-Making
ORD067744,2024-08-09 00:00:00,CUST02053,PROD0050,R010,Online,3,7609.14,21.48,17924.09,18690.57,-766.48,Loss-Making
ORD021871,2025-12-12 00:00:00,CUST02041,PROD0066,R011,Online,6,6135.56,24.02,27970.79,28732.68,-761.89,Loss-Making
ORD069447,2024-01-04 00:00:00,CUST02551,PROD0125,R006,Store,3,12200.98,19.28,29545.89,30304.35,-758.46,Loss-Making
ORD056331,2026-06-17 00:00:00,CUST05726,PROD0038,R012,Store,2,5926.22,22.94,9133.49,9890.92,-757.43,Loss-Making
ORD026651,2025-01-10 00:00:00,CUST03564,PROD0136,R011,Marketplace,2,14567.99,21.22,22953.33,23708.02,-754.69,Loss-Making
ORD009207,2024-09-22 00:00:00,CUST02384,PROD0072,R004,Store,2,6813.77,24.12,10340.58,11089.34,-748.76,Loss-Making
ORD054018,2025-07-05 00:00:00,CUST01616,PROD0076,R013,Online,4,7447.92,17.95,24444.07,25191.04,-746.97,Loss-Making
ORD034992,2024-12-26 00:00:00,CUST04809,PROD0107,R011,Marketplace,2,8149.76,20.13,13018.43,13764.36,-745.93,Loss-Making
ORD042769,2024-04-13 00:00:00,CUST02223,PROD0059,R022,Online,3,4032.23,24.09,9182.6,9919.05,-736.45,Loss-Making
ORD074122,2025-03-23 00:00:00,CUST01982,PROD0068,R022,Online,2,14057.37,21.22,22148.79,22882.28,-733.49,Loss-Making
ORD047752,2024-11-09 00:00:00,CUST05665,PROD0148,R015,Online,4,8761.87,20.66,27806.67,28530.64,-723.97,Loss-Making
ORD069056,2024-01-12 00:00:00,CUST02372,PROD0005,R023,Store,3,5395.83,20.85,12812.4,13533.0,-720.6,Loss-Making
ORD074868,2026-02-18 00:00:00,CUST04242,PROD0107,R024,Online,1,8149.76,24.37,6163.66,6882.18,-718.52,Loss-Making
ORD006866,2025-05-20 00:00:00,CUST00048,PROD0170,R017,Online,4,15086.92,21.83,47173.78,47891.36,-717.58,Loss-Making
ORD064118,2024-04-05 00:00:00,CUST02861,PROD0076,R024,Store,2,7447.92,20.21,11885.39,12595.52,-710.13,Loss-Making
ORD073974,2024-08-18 00:00:00,CUST02746,PROD0072,R014,Online,4,6813.77,21.21,21474.28,22178.68,-704.4,Loss-Making
ORD008821,2026-06-23 00:00:00,CUST04406,PROD0113,R004,Store,1,14425.18,24.45,10898.22,11600.97,-702.75,Loss-Making
ORD031520,2026-04-15 00:00:00,CUST04229,PROD0017,R010,Online,1,9986.93,24.52,7538.13,8240.67,-702.54,Loss-Making
ORD033972,2026-04-01 00:00:00,CUST01057,PROD0076,R007,Online,3,7447.92,18.58,18192.29,18893.28,-700.99,Loss-Making
ORD012399,2025-02-18 00:00:00,CUST01405,PROD0107,R022,Online,2,8149.76,19.83,13067.33,13764.36,-697.03,Loss-Making
ORD062167,2026-02-17 00:00:00,CUST05501,PROD0136,R018,Store,2,14567.99,21.02,23011.6,23708.02,-696.42,Loss-Making
ORD070287,2024-02-19 00:00:00,CUST03289,PROD0125,R017,Online,1,12200.98,22.87,9410.62,10101.45,-690.83,Loss-Making
ORD033680,2025-11-18 00:00:00,CUST01811,PROD0010,R001,Store,3,11772.01,24.77,26568.25,27258.54,-690.29,Loss-Making
ORD070488,2025-01-13 00:00:00,CUST05717,PROD0107,R025,Marketplace,1,8149.76,24.0,6193.82,6882.18,-688.36,Loss-Making
ORD010127,2024-03-12 00:00:00,CUST02904,PROD0050,R010,Online,4,7609.14,20.38,24233.59,24920.76,-687.17,Loss-Making
ORD053583,2024-04-10 00:00:00,CUST03874,PROD0107,R006,Online,2,8149.76,19.72,13085.25,13764.36,-679.11,Loss-Making
ORD029574,2025-08-17 00:00:00,CUST03115,PROD0136,R010,Marketplace,3,14567.99,20.17,34888.88,35562.03,-673.15,Loss-Making
ORD045567,2024-09-26 00:00:00,CUST05140,PROD0005,R002,Marketplace,4,5395.83,19.49,17376.73,18044.0,-667.27,Loss-Making
ORD068220,2025-01-19 00:00:00,CUST02540,PROD0125,R003,Store,1,12200.98,22.66,9436.24,10101.45,-665.21,Loss-Making
ORD030272,2026-01-31 00:00:00,CUST04707,PROD0038,R013,Online,2,5926.22,22.15,9227.12,9890.92,-663.8,Loss-Making
ORD056959,2025-02-20 00:00:00,CUST03102,PROD0113,R001,Online,3,14425.18,21.11,34140.07,34802.91,-662.84,Loss-Making
ORD061688,2025-08-06 00:00:00,CUST01387,PROD0076,R004,Online,2,7447.92,19.83,11941.99,12595.52,-653.53,Loss-Making
ORD049490,2025-06-19 00:00:00,CUST05744,PROD0066,R003,Store,4,6135.56,24.6,18504.85,19155.12,-650.27,Loss-Making
ORD049328,2026-01-30 00:00:00,CUST04128,PROD0018,R013,Online,4,12486.26,18.46,40725.19,41374.76,-649.57,Loss-Making
ORD027797,2026-05-14 00:00:00,CUST01259,PROD0157,R005,Marketplace,2,14323.08,25.51,21338.52,21975.6,-637.08,Loss-Making
ORD058149,2024-09-09 00:00:00,CUST04917,PROD0136,R020,Store,1,14567.99,22.99,11218.81,11854.01,-635.2,Loss-Making
ORD036859,2025-07-11 00:00:00,CUST00431,PROD0002,R023,Online,5,6109.4,28.98,21694.48,22329.4,-634.92,Loss-Making
ORD036652,2025-07-05 00:00:00,CUST01675,PROD0082,R013,Online,4,2212.72,23.03,6812.52,7434.84,-622.32,Loss-Making
ORD004056,2025-02-06 00:00:00,CUST00681,PROD0125,R012,Online,1,12200.98,22.29,9481.38,10101.45,-620.07,Loss-Making
ORD052836,2024-08-09 00:00:00,CUST00657,PROD0068,R020,Store,5,14057.37,19.49,56587.94,57205.7,-617.76,Loss-Making
ORD018988,2025-10-14 00:00:00,CUST02917,PROD0165,R024,Online,3,11488.02,22.61,26671.74,27288.84,-617.1,Loss-Making
ORD050167,2025-04-08 00:00:00,CUST04685,PROD0074,R021,Store,6,2745.78,23.11,12667.38,13281.66,-614.28,Loss-Making
ORD006621,2025-02-26 00:00:00,CUST04015,PROD0173,R025,Online,4,1727.4,30.68,4789.73,5403.76,-614.03,Loss-Making
ORD013009,2025-09-07 00:00:00,CUST05838,PROD0107,R005,Store,2,8149.76,19.28,13156.97,13764.36,-607.39,Loss-Making
ORD044123,2026-05-18 00:00:00,CUST02747,PROD0017,R024,Marketplace,2,9986.93,20.51,15877.22,16481.34,-604.12,Loss-Making
ORD070970,2024-02-03 00:00:00,CUST02872,PROD0076,R022,Online,3,7447.92,18.13,18292.84,18893.28,-600.44,Loss-Making
ORD011585,2026-02-04 00:00:00,CUST05620,PROD0085,R023,Online,3,7374.91,20.85,17511.72,18109.59,-597.87,Loss-Making
ORD072807,2024-11-24 00:00:00,CUST03375,PROD0005,R001,Online,3,5395.83,20.07,12938.66,13533.0,-594.34,Loss-Making
ORD071817,2026-04-17 00:00:00,CUST01864,PROD0072,R015,Online,2,6813.77,22.98,10495.93,11089.34,-593.41,Loss-Making
ORD044362,2025-04-14 00:00:00,CUST03470,PROD0076,R008,Marketplace,5,7447.92,17.03,30897.7,31488.8,-591.1,Loss-Making
ORD022107,2026-05-20 00:00:00,CUST03691,PROD0048,R008,Online,3,4193.34,24.66,9477.79,10067.1,-589.31,Loss-Making
ORD023615,2025-10-17 00:00:00,CUST03148,PROD0107,R025,Marketplace,4,8149.76,17.36,26939.85,27528.72,-588.87,Loss-Making
ORD011430,2025-04-19 00:00:00,CUST00380,PROD0113,R025,Online,1,14425.18,23.63,11016.51,11600.97,-584.46,Loss-Making
ORD002991,2024-10-11 00:00:00,CUST03817,PROD0068,R001,Store,2,14057.37,20.67,22303.42,22882.28,-578.86,Loss-Making
ORD044697,2025-07-19 00:00:00,CUST01346,PROD0027,R007,Online,2,10298.65,23.03,15853.74,16432.42,-578.68,Loss-Making
ORD063497,2024-12-25 00:00:00,CUST03197,PROD0027,R008,Online,1,10298.65,25.83,7638.51,8216.21,-577.7,Loss-Making
ORD038555,2025-10-09 00:00:00,CUST03159,PROD0068,R014,Marketplace,6,14057.37,19.29,68074.22,68646.84,-572.62,Loss-Making
ORD023581,2025-10-02 00:00:00,CUST04257,PROD0050,R007,Store,4,7609.14,19.99,24352.29,24920.76,-568.47,Loss-Making
ORD027208,2024-02-10 00:00:00,CUST04511,PROD0136,R008,Store,3,14567.99,19.93,34993.77,35562.03,-568.26,Loss-Making
ORD002806,2026-02-20 00:00:00,CUST03149,PROD0022,R018,Online,1,15694.57,29.75,11025.44,11589.01,-563.57,Loss-Making
ORD071301,2024-07-19 00:00:00,CUST00776,PROD0072,R019,Marketplace,2,6813.77,22.75,10527.27,11089.34,-562.07,Loss-Making
ORD045460,2024-11-04 00:00:00,CUST04102,PROD0050,R012,Online,4,7609.14,19.96,24361.42,24920.76,-559.34,Loss-Making
ORD063013,2025-05-06 00:00:00,CUST03733,PROD0047,R013,Online,2,7182.73,25.83,10654.86,11208.56,-553.7,Loss-Making
ORD029475,2024-01-31 00:00:00,CUST03879,PROD0076,R001,Marketplace,2,7447.92,19.12,12047.76,12595.52,-547.76,Loss-Making
ORD065612,2024-11-16 00:00:00,CUST01701,PROD0085,R001,Online,1,7374.91,25.57,5489.15,6036.53,-547.38,Loss-Making
